id,company,dateClear,rating,city,state,title,status,position,recommend,pros,cons,adviceManag,outlook,ceo,dateCollect
569217,"
iFood
",2017-10-30,5,Sao Paulo,SP,"
Gente boa e na pegada para trazer tecnologia de ponta para o delivery brasileiro!
",Funcionário,Funcionário,NI," - Excelentes pessoas (técnica e culturalmente) - Ótimo ambiente para trabalhar e conviver - oportunidades entusiasmantes de crescimento e desenvolvimento - Investimentos para trazer o que há de mais sofisticado tecnologicamente, e faça sentido para nosso mercado"," - Empresa crescendo muito rápido e processos de comunicação e planos de carreira ainda em desenvolvimento (não indicado para quem gosta de tudo certinho e """"""""""""""""""""""""""""""""preto no branco"""""""""""""""""""""""""""""""") - cultura de metas ainda focando muito no curto prazo. Necessário mais maturidade para a definição de metas sustentáveis de forma perene."," - Empresa crescendo muito rápido e processos de comunicação e planos de carreira ainda em desenvolvimento (não indicado para quem gosta de tudo certinho e """"""""""""""""""""""""""""""""preto no branco"""""""""""""""""""""""""""""""") - cultura de metas ainda focando muito no curto prazo. Necessário mais maturidade para a definição de metas sustentáveis de forma perene.",NI,NI,2018-01-28
565501,"
iFood
",2017-10-30,4,Jundiai,SP,"
Indico!!!
",Funcionário,Inside Sales,Sim," Empresa fantastica que se importa com os funcionarios. Ambiente ótimo, colegas que se ajudam, grande oportunidade de crescimento acompanhando o crescimento da empresa."," Acredito que pelo crescimento rápido da empresa, pode melhorar nos processos para conseguirmos trabalhar de forma mais rapida e eficiente. E tambem na comunicação entre departamentos."," Acredito que pelo crescimento rápido da empresa, pode melhorar nos processos para conseguirmos trabalhar de forma mais rapida e eficiente. E tambem na comunicação entre departamentos.",NI,NI,2018-01-28
561481,"
iFood
",2017-10-30,3,Jundiai,SP,"
Ouvir o cliente interno
",Ex-funcionário,Analista de Contas a Receber Pleno,Sim," Empresa jovem, não está ligada a códigos de vestimentas, líderes e gestão sempre abertos a feedback e novas idéias. Happy hour e confraternizações da melhor qualidade", Não enxergam que alguns setores que são o coração da empresa estão desvalorizados e não visam melhorias. Deviam trabalhar melhor o psicológico dos colaboradores e ouvi-los a respeito de como se sentem ao atender os clientes, Não enxergam que alguns setores que são o coração da empresa estão desvalorizados e não visam melhorias. Deviam trabalhar melhor o psicológico dos colaboradores e ouvi-los a respeito de como se sentem ao atender os clientes,NI,NI,2018-01-28
559909,"
iFood
",2017-10-30,3,Sao Paulo,SP,"
Empresa flexível mas com pouca oportunidade de crescimento
",Funcionário,Analista de Vendas Sênior,Sim," Flexibilidade de horário. Possibilidade de avaliar os gestores o que torna o processo de feedback muito mais justo, não tenho conhecimento de muitas empresas que fazem o mesmo."," Falta de oportunidade de promoção para funcionários mais antigos, isso por si só não é um problema, a empresa tem que contratar os melhores do mercado para crescer, mas acredito que falte verdade nos feedbacks sobre a real chance dentro da empresa."," Falta de oportunidade de promoção para funcionários mais antigos, isso por si só não é um problema, a empresa tem que contratar os melhores do mercado para crescer, mas acredito que falte verdade nos feedbacks sobre a real chance dentro da empresa.",NI,NI,2018-01-28
553873,"
iFood
",2017-09-30,5,Sao Paulo,SP,"
É demais!!!!
",Funcionário,Analista de Vendas Sênior,NI," A cultura é incrível, o sentimento de união e de engajamento de todos da empresa é contagiante!!! Pagamentos sempre em dia, beneficios, ambiente e colegas de trabalho.... tudo muito motivador!!!", Devido ao crescimento desenfreado da empresa a comunicação entre nós é um pouco falha entre as áreas. Funcionarios que ficam distantes da sede são eventualmente excluidos de alguns eventos menores. :(, Devido ao crescimento desenfreado da empresa a comunicação entre nós é um pouco falha entre as áreas. Funcionarios que ficam distantes da sede são eventualmente excluidos de alguns eventos menores. :(,NI,NI,2018-01-28
540333,"
iFood
",2017-09-30,5,Jundiai,SP,"
Boa empresa.
",Funcionário,Funcionário,Sim," Empresa jovem, moderna, cheia de atitudes e um tanto quanto descolada. Aberta sempre a bate papo, comunicação agradável, salários bacanas e ótimos benefícios.", Metas não tão claras. ...., Metas não tão claras. ....,NI,NI,2018-01-28
539477,"
iFood
",2017-09-30,2,Sao Paulo,SP,"
Divertido e só.
",Ex-funcionário,Analista Comercial,NI," Ambiente descontraído, muitas atividades e festas para integrar equipes. Free de comidinhas para o lanche, chá, café, cervejas. Escritórios com vide-game, mesas de jogos, além de muito agradáveis."," As vezes, as festas parecem servir para confundir se estamos realmente satisfeitos com a empresa. Muito favoritismo (os superiores costuma gostar de funcionários """"""""""""""""""""""""""""""""puxa-saco""""""""""""""""""""""""""""""""), além de desvalorização do trabalho de algumas pessoas. Muita cobrança, pouco auxílio para o funcionário chegarem onde querem que ele chegue. Feedbacks esporádicos por tabela e não rotina e costumam prometer mais do que cumprem. Não pagam tão bem."," As vezes, as festas parecem servir para confundir se estamos realmente satisfeitos com a empresa. Muito favoritismo (os superiores costuma gostar de funcionários """"""""""""""""""""""""""""""""puxa-saco""""""""""""""""""""""""""""""""), além de desvalorização do trabalho de algumas pessoas. Muita cobrança, pouco auxílio para o funcionário chegarem onde querem que ele chegue. Feedbacks esporádicos por tabela e não rotina e costumam prometer mais do que cumprem. Não pagam tão bem.",NI,NI,2018-01-28
531102,"
iFood
",2017-08-31,5,Sao Paulo,SP,"
excelente empresa
",Funcionário,Fotógrafo,Sim," A versatilidade de horarios, pontualidade salarios, possibilidde de fazer sempre novos contatos. Excelente empresa para trabalhar. Recomendo."," Eu gostaria de ter maior acesso aos fotografos que tambem trabalham na mesma empresa, para trocar experiencias. Eu tambem gostaria de ter um plano de carreir"," Eu gostaria de ter maior acesso aos fotografos que tambem trabalham na mesma empresa, para trocar experiencias. Eu tambem gostaria de ter um plano de carreir",NI,NI,2018-01-28
529988,"
iFood
",2017-08-31,2,Jundiai,SP,"
Muito ruim
",Ex-funcionário,Analista de Experiência do Cliente,NI," Clima descontraído, pessoas agradáveis, free de bolacha, refrigerante, café, chá, leite com chocolate, suco, tudo a vontade o dia todo, muito bom"," Salário não compensa o estresse, não tem FDS, não tem vida, não tem compreensão, só vive para trabalhar, chefe incompreensível, desgastante e desagradável"," Salário não compensa o estresse, não tem FDS, não tem vida, não tem compreensão, só vive para trabalhar, chefe incompreensível, desgastante e desagradável",NI,NI,2018-01-28
529535,"
iFood
",2017-08-31,4,Campinas,SP,"
Boa empresa para inicio de carreira.
",Funcionário,Funcionário,NI, Empresa que se desenvolve rapidamente e tem bastante recursos para sustentar iniciativas. Inovadora na medida do possível. Ótima relação vida e trabalho., Comunicação tanto entre empresa/funcionário quanto entre áreas muito ruim. Falsa cultura horizontal. Péssimo alinhamento entre áreas e entre caminhos para os objetivos., Comunicação tanto entre empresa/funcionário quanto entre áreas muito ruim. Falsa cultura horizontal. Péssimo alinhamento entre áreas e entre caminhos para os objetivos.,NI,NI,2018-01-28
524637,"
iFood
",2017-08-31,5,Campinas,SP,"
A melhor escolha que fiz
",Funcionário,Executivo de Vendas Externas,Sim," Possibilidade de obter boa remuneração via comissão de vendas, liberdade para gerenciar seu dia de trabalho e grande possibilidade de crescimento devido a rápida expansão da empresa.", Mudanças constantes de processos/informações e as mesmas não chegam na velocidade necessária para todas as pessoas da empresa (principalmente representantes externos)., Mudanças constantes de processos/informações e as mesmas não chegam na velocidade necessária para todas as pessoas da empresa (principalmente representantes externos).,NI,NI,2018-01-28
521476,"
iFood
",2017-08-31,5,Sao Paulo,SP,"
O iFood é pra quem quer crescer!
",Funcionário,Gerente de Marketing,NI," O iFood é o lugar perfeito para quem busca grandes desafios, gosta de metas agressivas e ao mesmo tempo, gosta de trabalhar se sentindo em casa. Os times são altamente engajados com a empresa, com uma grande parte de funcionários atuando com senso de dono e dando o melhor de si."," O funcionário aqui precisa entender que mudanças fazem parte do processo. Com frequência, mudam-se as metas e projetos prioritários, e as equipes precisam conseguir se adaptar aos novos cenários para continuarem motivados."," O funcionário aqui precisa entender que mudanças fazem parte do processo. Com frequência, mudam-se as metas e projetos prioritários, e as equipes precisam conseguir se adaptar aos novos cenários para continuarem motivados.",NI,NI,2018-01-28
519460,"
iFood
",2017-08-31,3,Campinas,SP,"
Bom lugar para aprender mas não pra seguir carreira
",Funcionário,Desenvolvedor,Sim, Ambiente descontraído e muito confortável. Pessoas jovens e capacitadas. Times sempre buscando melhorar o produto e a qualidade dos projetos.," Salário e benefícios abaixo do mercado, ou abaixo do cobrado em troca. Não há plano de carreira e nem supervisão adequada, logo também fica quase impossível ser reconhecido."," Salário e benefícios abaixo do mercado, ou abaixo do cobrado em troca. Não há plano de carreira e nem supervisão adequada, logo também fica quase impossível ser reconhecido.",NI,NI,2018-01-28
519281,"
iFood
",2017-08-31,4,Campinas,SP,"
Um bom ambiente para pessoas em inicio de carreira.
",Funcionário,Desenvolvedor Java Pleno,Sim," A cultura da empresa é muito boa, te estimula a sempre se aperfeiçoar e tem um ambiente bastante acolhedor. Horários flexíveis e a proximidade dos gestores são pontos muito positivos.", Falta de comunicação Não há possibilidade de home office Não dão estacionamento Alta rotatividade: Quase ninguém permanece na empresa por mais de 2 anos, Falta de comunicação Não há possibilidade de home office Não dão estacionamento Alta rotatividade: Quase ninguém permanece na empresa por mais de 2 anos,NI,NI,2018-01-28
518090,"
iFood
",2017-08-31,4,Sao Paulo,SP,"
Empresa jovem mais com poucas chances
",Funcionário,Comercial,Sim," Ambiente e flexibilidade de trabalho. A empresa tem um escritorio perfeito para fugir do estresse de trabalho, a flexibilidade de ser home office é um ponto forte da empresa. acreditam em seus funcionarios"," Demora muito para promover funcionarios. Acaba que os mesmo se desligam da empresa por ter uma oportunidade melhor em outra empresa. poderiam igualar salarios, pessoas com a mesma funçao ganhando até o triplo."," Demora muito para promover funcionarios. Acaba que os mesmo se desligam da empresa por ter uma oportunidade melhor em outra empresa. poderiam igualar salarios, pessoas com a mesma funçao ganhando até o triplo.",NI,NI,2018-01-28
515286,"
iFood
",2017-08-31,5,Jundiai,SP,"
Ame o que faz, e jamais você precisará trabalhar.
",Funcionário,Analista de Vendas Internas,Sim," O ambiente é muito colaborativo e com uma cultura sensacional. Tudo na empresa é pensado para os colaboradores e com os colaboradores. Ambiente em constante mudança e aprendizado, sendo sempre motivador e desafiador. Todos se ajudam e trilham o caminho juntos para o sucesso e alcance das metas."," As vezes, devido ao rápido crescimento da empresa, ocorrem alguns ruídos na comunicação. Mas é algo que já foi indicado na pesquisa de clima e a empresa já está melhorando quando a isso."," As vezes, devido ao rápido crescimento da empresa, ocorrem alguns ruídos na comunicação. Mas é algo que já foi indicado na pesquisa de clima e a empresa já está melhorando quando a isso.",NI,NI,2018-01-28
505426,"
iFood
",2017-08-01,5,Campinas,SP,"
Um grande desafio
",Funcionário,Desenvolvedor Pleno,Sim," Excelente ambiente de trabalho, empresa se preocupa muito com seus funcionário no lado pessoal e do lado profissional é um grande desafio com muitas oportunidades."," A empresa presa pela simplicidade, mas em alguns momentos seria bom ter alguns procedimentos mais documentados, acredito que com o crescimento da empresa isso aconteça naturalmente."," A empresa presa pela simplicidade, mas em alguns momentos seria bom ter alguns procedimentos mais documentados, acredito que com o crescimento da empresa isso aconteça naturalmente.",NI,NI,2018-01-28
504356,"
iFood
",2017-08-01,5,Jundiai,SP,"
Se você quer crescer e gosta de trabalhar é o lugar certo!
",Funcionário,Analista de Negócios,NI," Você não é só mais um funcionário, te ouvem, você pode ser quem você é, temos muitas oportunidades, o ambiente é ótimo, aprendizado constante."," Falta de cursos e treinamentos, clareza nos aumentos de salário por mérito, falta de comunicação. Mas acredito que é em decorrência de ser uma empresa jovem e em crescimento!"," Falta de cursos e treinamentos, clareza nos aumentos de salário por mérito, falta de comunicação. Mas acredito que é em decorrência de ser uma empresa jovem e em crescimento!",NI,NI,2018-01-28
496721,"
iFood
",2017-08-01,5,Curitiba,PR,"
iFood
",Funcionário,Executivo de Vendas Pleno,Sim," Empresa se importa com a vida social e pessoal do funcionário, a cobrança sobre metas é dentro do alcançavel, sem exageros e a possibilidade de crescimento é muito boa."," No momento não tenho como visualizar pontos negativos, como é uma empresa em franca expansão, a única coisa que pode ser melhorada é o fluxo de informação na empresa para pessoas que trabalham fora da cidade de origem."," No momento não tenho como visualizar pontos negativos, como é uma empresa em franca expansão, a única coisa que pode ser melhorada é o fluxo de informação na empresa para pessoas que trabalham fora da cidade de origem.",NI,NI,2018-01-28
493470,"
iFood
",2017-08-01,5,Campinas,SP,"
Processo Seletivo e Inicio a Vaga
",Funcionário,Desenvolvedor Java,Sim," """"""""""""""""""""""""""""""""Excelente ambiente para desenvolvimento Pessoal"""""""""""""""""""""""""""""""" A empresa em si busca entender o lado do funcionário para proporcionar para ambos uma boa experiencia, no meu caso fui recrutado para atuar em uma cidade diferente a minha residencia e durante todo o processo de recrutamento a empresa se preocupou com transportes e após o processo também com algumas formas de integrações com os times tanto de campinas quanto de outras cidades. Por parte do time, todos sem exceção são atenciosos e buscam apresentar novas tecnologias para sempre estar inovando ao apresentar soluções"," sou recém chegado na empresa e até o momento nenhum ponto negativo, os times são bem integrados e possuem uma boa comunicação, a empresa tambem possui uma boa localização"," sou recém chegado na empresa e até o momento nenhum ponto negativo, os times são bem integrados e possuem uma boa comunicação, a empresa tambem possui uma boa localização",NI,NI,2018-01-28
